# time,Ca_macrophage
5.810000000000000142e+01,1.000000000000000000e+00
5.820000000000000284e+01,1.000000000000000000e+00
5.830000000000000426e+01,1.000000000000000000e+00
5.840000000000000568e+01,1.000000000000000000e+00
5.850000000000000000e+01,1.000000000000000000e+00
5.860000000000000142e+01,1.000000000000000000e+00
5.870000000000000284e+01,1.000000000000000000e+00
5.880000000000000426e+01,1.000000000000000000e+00
5.890000000000000568e+01,1.000000000000000000e+00
5.900000000000000000e+01,1.000000000000000000e+00
5.910000000000000142e+01,1.000000000000000000e+00
5.920000000000000284e+01,1.000000000000000000e+00
5.930000000000000426e+01,1.000000000000000000e+00
5.940000000000000568e+01,1.000000000000000000e+00
5.950000000000000000e+01,1.000000000000000000e+00
5.960000000000000142e+01,1.000000000000000000e+00
5.970000000000000284e+01,1.000000000000000000e+00
5.980000000000000426e+01,1.000000000000000000e+00
5.990000000000000568e+01,1.000000000000000000e+00
